,City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
101,4020109,Atuona,38,PF,1612116829,75,-9.8,-139.0333,78.24,18.07
102,3374083,Bathsheba,20,BB,1612117266,58,13.2167,-59.5167,84.2,24.16
103,3577430,Road Town,40,VG,1612117266,88,18.4167,-64.6167,77.0,17.27
104,3418910,Upernavik,100,GL,1612116755,92,72.7868,-56.1549,0.46,8.72
105,2624652,Holme,1,DK,1612117266,93,56.1138,10.1725,30.0,2.3
106,546105,Nikolskoye,90,RU,1612117070,93,59.7035,30.7861,25.0,8.95
107,1282256,Hithadhoo,100,MV,1612117061,76,-0.6,73.0833,82.74,13.8
108,3115824,Muros,100,ES,1612117083,86,42.7762,-9.0603,57.99,5.01
109,5282297,Bethel,20,US,1612117035,49,41.3712,-73.414,24.01,3.2
110,1623197,Tual,100,ID,1612117267,73,-5.6667,132.75,83.46,11.59
111,1731248,Alugan,81,PH,1612117267,82,12.2188,125.4808,78.35,16.08
112,2512186,Puerto del Rosario,0,ES,1612117267,56,28.5004,-13.8627,71.6,11.5
113,3421319,Nuuk,20,GL,1612117088,86,64.1835,-51.7216,15.8,12.66
114,935215,Saint-Philippe,0,RE,1612116868,65,-21.3585,55.7679,80.6,8.05
115,1856717,Shintomi,33,JP,1612117267,69,32.0785,131.4723,45.12,4.9
116,4944903,Nantucket,75,US,1612117065,64,41.2835,-70.0995,28.4,8.05
117,1735106,George Town,20,MY,1612116920,83,5.4112,100.3354,80.01,5.75
118,3665688,Yopal,75,CO,1612117267,28,5.3378,-72.3959,96.1,11.25
119,1651531,Ambon City,100,ID,1612117102,77,-3.6954,128.1814,81.61,8.12
120,3369157,Cape Town,90,ZA,1612117107,94,-33.9258,18.4232,71.01,9.22
121,2110227,Butaritari,56,KI,1612116923,83,3.0707,172.7902,80.76,14.12
122,1516589,Zhezkazgan,67,KZ,1612117268,95,47.8043,67.7144,18.36,2.95
123,1636022,Martapura,75,ID,1612117268,100,-3.4167,114.85,77.0,0.85
124,1106677,Bambous Virieux,40,MU,1612117204,78,-20.3428,57.7575,81.0,12.66
125,1856392,Muroto-misakicho,12,JP,1612117076,59,33.2833,134.15,51.53,3.4
126,2176639,Batemans Bay,88,AU,1612117268,96,-35.7167,150.1833,63.0,2.57
127,3671497,Puerto Colombia,0,CO,1612117268,58,10.9878,-74.9547,87.8,16.11
128,2171099,Codrington,33,AU,1612117077,87,-38.2667,141.9667,52.05,7.29
129,3517970,Pochutla,1,MX,1612117055,40,15.7432,-96.4661,90.0,7.11
130,2155415,New Norfolk,45,AU,1612117269,70,-42.7826,147.0587,55.99,2.06
131,3402648,Carutapera,7,BR,1612117269,63,-1.195,-46.02,86.47,10.78
132,2015306,Tiksi,100,RU,1612116940,86,71.6872,128.8694,-26.55,6.76
133,1650600,Balaipungut,90,ID,1612117269,94,1.05,101.2833,72.93,1.48
134,2112309,Katsuura,75,JP,1612117082,42,35.1333,140.3,42.8,8.05
135,1517323,Zhanakorgan,100,KZ,1612117269,74,43.9098,67.2495,39.13,10.11
136,2122090,Pevek,99,RU,1612117113,85,69.7008,170.3133,-26.25,2.95
137,155515,Mabama,100,TZ,1612117269,85,-5.1333,32.5333,68.65,2.53
138,5354943,Half Moon Bay,1,US,1612117269,54,37.4636,-122.4286,59.0,8.05
139,5847411,Kahului,20,US,1612116907,73,20.8947,-156.47,71.6,9.22
140,3531368,Celestún,29,MX,1612117111,55,20.8667,-90.4,79.9,5.46
141,110690,Faya,0,SA,1612117270,39,18.3851,42.4509,60.8,6.91
142,2065594,Mount Isa,98,AU,1612117270,54,-20.7333,139.5,80.6,9.26
143,986717,Kruisfontein,0,ZA,1612117124,74,-34.0033,24.7314,72.0,5.01
144,1651810,Airai,100,TL,1612117056,100,-8.9266,125.4092,61.3,3.4
145,2610343,Vestmanna,75,FO,1612117032,68,62.1564,-7.1664,26.6,5.75
146,1800163,Nanchang,100,CN,1612117270,82,28.6833,115.8833,49.86,2.95
147,3984997,San Quintín,93,MX,1612116982,55,30.4833,-115.95,60.91,1.03
148,3166262,Spilimbergo,84,IT,1612117270,84,46.1125,12.8969,41.0,1.59
149,3372964,Lagoa,99,PT,1612116870,89,39.05,-27.9833,61.92,28.36
150,2015352,Terney,77,RU,1612117270,81,45.0503,136.6092,6.46,4.07
151,1509844,Boguchany,0,RU,1612117271,78,58.3814,97.4531,-38.04,1.14
152,3671450,Inírida,68,CO,1612117271,80,3.8653,-67.9239,84.51,2.55
153,293842,Kiryat Gat,0,IL,1612117024,100,31.61,34.7642,59.0,3.0
154,2163355,Hobart,30,AU,1612117035,72,-42.8794,147.3294,60.8,5.75
155,671849,Olteneşti,90,RO,1612117271,100,46.5833,27.9,28.4,6.91
156,1502073,Krasnosel'kup,100,RU,1612117271,89,65.7,82.4667,-13.79,18.5
157,1259385,Port Blair,0,IN,1612117271,78,11.6667,92.75,79.88,12.24
158,2128983,Nayoro,93,JP,1612117271,94,44.3506,142.4578,15.84,7.67
159,359783,Assiut,0,EG,1612117271,42,27.181,31.1837,64.4,6.33
160,2738381,Lata,100,PT,1612117272,97,40.1629,-8.3327,59.0,4.0
161,2170577,Cooma,90,AU,1612117272,82,-36.2333,149.1333,59.0,13.8
162,4026082,Lázaro Cárdenas,2,MX,1612117272,62,17.9583,-102.2,82.81,7.81
163,2287778,Jacqueville,0,CI,1612117272,84,5.2052,-4.4146,84.2,10.36
164,889942,Hwange,96,ZW,1612117272,86,-18.3693,26.5019,73.94,2.91
165,3386177,Trairi,55,BR,1612117272,61,-3.2778,-39.2689,86.34,14.41
166,2090021,Namatanai,100,PG,1612117042,73,-3.6667,152.4333,79.88,3.51
167,6620339,Karratha,82,AU,1612117043,52,-20.7377,116.8463,88.21,14.9
168,5392171,San Jose,75,US,1612117057,51,37.3394,-121.895,60.01,13.8
169,2020584,Magistral'nyy,91,RU,1612117272,78,56.1725,107.4458,-39.86,2.59
170,3445026,Vila Velha,20,BR,1612117272,62,-20.3297,-40.2925,89.01,20.71
171,608872,Makat,75,KZ,1612117273,96,47.6469,53.3463,25.48,5.66
172,1280957,Jiayuguan City,0,CN,1612117273,70,39.8167,98.3,21.4,2.01
173,2986626,Plouzané,75,FR,1612117273,93,48.3833,-4.6167,51.8,17.27
174,3346015,Sumbe,20,AO,1612117273,75,-11.2061,13.8437,78.48,7.31
175,1863997,Fukuechō,78,JP,1612116981,71,32.6881,128.8419,57.72,23.58
176,2126682,Bilibino,100,RU,1612117046,83,68.0546,166.4372,-14.85,6.2
177,2027109,Barguzin,72,RU,1612117273,79,53.6167,109.6167,-20.9,6.08
178,1529102,Ürümqi,40,CN,1612117273,85,43.801,87.6005,1.4,2.24
179,2022572,Khatanga,48,RU,1612117066,79,71.9667,102.5,-44.18,5.23
180,3988392,Rosarito,75,MX,1612117274,33,32.3333,-117.0333,62.6,5.75
181,2138607,Pouébo,93,NC,1612117024,80,-20.4,164.5667,75.33,12.17
182,5969025,Haines Junction,86,CA,1612117274,84,60.7522,-137.5108,-13.0,1.74
183,4794814,Wyndham,90,US,1612117091,86,37.6985,-77.6125,33.01,6.91
184,2109528,Buala,100,SB,1612117137,79,-8.145,159.5921,81.27,13.73
185,2160735,Lakes Entrance,11,AU,1612117224,92,-37.8811,147.981,55.99,3.8
186,2126123,Chokurdakh,18,RU,1612117081,85,70.6333,147.9167,-28.61,10.54
187,1517060,Zaysan,37,KZ,1612117274,85,47.4667,84.8667,2.91,1.36
188,2444995,Filingué,0,NE,1612117274,15,14.3521,3.3168,78.48,8.66
189,5746545,Portland,90,US,1612116947,87,45.5234,-122.6762,50.0,16.11
190,5866583,Saint Paul Harbor,1,US,1612117061,54,57.79,-152.4072,26.6,5.75
191,3163146,Andenes,90,NO,1612117101,93,69.3143,16.1194,30.2,23.02
192,4034307,Mahina,40,PF,1612117275,65,-17.5065,-149.489,82.4,4.61
193,4884192,Batavia,90,US,1612117275,86,41.85,-88.3126,33.01,20.71
194,6050066,La Ronge,72,CA,1612117275,79,55.1001,-105.2842,15.8,4.61
195,6089245,Norman Wells,75,CA,1612117275,76,65.282,-126.8329,-20.2,2.3
196,5416005,Cañon City,1,US,1612117275,25,38.441,-105.2424,46.4,12.66
197,2120261,Uglegorsk,65,RU,1612117275,86,49.0833,142.0333,-0.85,8.75
198,1264407,Mahbūbnagar,30,IN,1612117275,57,16.7333,77.9833,69.35,6.44
199,1786855,Yatou,78,CN,1612117276,81,37.15,122.3833,39.61,7.76
200,5571109,Lake Shasta,100,US,1612117276,96,40.6804,-122.3708,46.0,0.58
201,1264037,Malpe,2,IN,1612117276,74,13.35,74.7167,80.6,2.35
202,2294915,Takoradze,89,GH,1612117109,81,4.8845,-1.7554,81.3,11.27
203,1631637,Pemangkat,100,ID,1612117276,88,1.1667,108.9667,77.4,7.96
204,5883074,Albanel,2,CA,1612117276,61,48.8832,-72.4487,5.0,4.61
205,5959335,Gander,90,CA,1612117276,93,48.9682,-54.5906,30.2,23.02
206,2128975,Nemuro,17,JP,1612117277,89,43.3236,145.575,20.73,18.52
207,933211,Nokaneng,100,BW,1612117277,75,-19.6667,22.2667,75.38,3.36
208,2208248,Kaitangata,100,NZ,1612117102,91,-46.2817,169.8464,60.01,1.01
209,2137748,Voh,100,NC,1612117277,85,-20.9667,164.7,72.61,4.38
210,2643044,Margate,100,GB,1612116905,96,51.3813,1.3862,39.0,3.0
211,2618795,Klaksvík,75,FO,1612116853,68,62.2266,-6.589,26.6,5.75
212,6096551,Pangnirtung,90,CA,1612117037,84,66.1451,-65.7125,-7.6,4.61
213,6148373,Sioux Lookout,90,CA,1612117277,86,50.1001,-91.917,26.6,6.91
214,2013258,Vrangel',100,RU,1612117277,98,42.7297,133.0839,24.55,9.08
215,1636308,Manokwari,100,ID,1612117099,85,-0.8667,134.0833,73.99,6.62
216,2514651,Los Llanos de Aridane,20,ES,1612117278,77,28.6585,-17.9182,66.2,14.97
217,5703673,Elko,56,US,1612117278,80,41.0002,-115.5012,30.99,5.01
218,209598,Manono,100,CD,1612117278,93,-7.3,27.4167,73.6,2.71
219,5954718,Flin Flon,75,CA,1612117278,86,54.7682,-101.865,15.8,1.61
220,1695751,Panacan,20,PH,1612117278,78,9.2463,118.4082,75.2,11.5
221,3382160,Cayenne,75,GF,1612117066,74,4.9333,-52.3333,82.4,12.66
222,1153850,Bo Phloi,0,TH,1612117278,51,14.3236,99.5161,78.01,3.44
223,556268,Ostrovnoy,94,RU,1612117120,94,68.0531,39.5131,13.15,6.53
224,1734738,Tampin,20,MY,1612117279,88,2.4701,102.2302,77.0,3.44
225,2183774,Ranfurly,97,NZ,1612117279,75,-45.1333,170.1,52.0,0.72
226,5563839,Fortuna,75,US,1612117088,93,40.5982,-124.1573,53.01,25.32
227,3939761,Hualmay,55,PE,1612117073,63,-11.0964,-77.6139,77.05,12.53
228,2629833,Husavik,0,IS,1612116990,78,66.0449,-17.3389,6.8,2.3
229,5924351,Clyde River,1,CA,1612117279,77,70.4692,-68.5914,-5.8,4.61
230,3437107,San Cosme y Damián,40,PY,1612117279,61,-27.3167,-56.35,82.4,11.5
231,2610806,Vágur,31,FO,1612117279,82,61.4732,-6.8119,34.79,18.52
232,933815,Dekar,100,BW,1612117280,76,-21.5333,21.9333,72.75,6.8
233,5882953,Aklavik,90,CA,1612117067,77,68.2191,-135.0107,-13.0,10.36
234,3424607,Tasiilaq,75,GL,1612117044,57,65.6145,-37.6368,14.0,4.61
235,1058381,Morondava,54,MG,1612117281,70,-20.2833,44.2833,83.64,7.11
236,4031637,Lavrentiya,100,RU,1612117052,86,65.5833,-171.0,-9.63,13.33
237,50814,Wajid,49,SO,1612117281,25,3.8093,43.2471,80.49,13.98
238,2396518,Port-Gentil,40,GA,1612117281,83,-0.7193,8.7815,82.4,4.61
239,6539972,Narni,63,IT,1612117281,91,42.5171,12.5231,50.0,1.23
240,2146219,Hervey Bay,17,AU,1612117253,100,-25.2986,152.8535,73.99,6.91
241,2961120,Tramore,75,IE,1612117281,94,52.1624,-7.1524,43.0,19.57
242,3421765,Nanortalik,100,GL,1612117064,86,60.1432,-45.2371,33.71,9.17
243,2724231,Avesta,74,SE,1612117038,96,60.1455,16.1679,12.0,3.06
244,3831208,Qaanaaq,100,GL,1612116919,88,77.484,-69.3632,-3.69,0.83
245,4228425,Vidalia,90,US,1612117282,82,32.2177,-82.4135,60.8,11.5
246,372884,Kapoeta,63,SS,1612117282,20,4.7717,33.5903,85.41,12.33
247,1624725,Tarakan,100,ID,1612117269,87,3.3,117.6333,76.93,7.45
248,525426,Sobolevo,93,RU,1612117129,96,54.4299,31.8996,22.17,14.27
249,3018794,Fécamp,90,FR,1612117282,100,49.7579,0.3746,46.4,5.75
250,2180815,Tuatapere,83,NZ,1612117100,86,-46.1333,167.6833,51.49,4.97
251,2302821,Bolgatanga,0,GH,1612117282,12,10.7856,-0.8514,89.28,3.56
252,3628473,San Cristobal,20,VE,1612117046,35,7.7669,-72.225,91.4,20.71
